Survived,Pclass,Sex,Age,SibSp,Parch,Fare,HasCabin,FamilySize,IsAlone,Embarked_Q,Embarked_S,Title_Miss,Title_Mr,Title_Mrs,Title_Rare,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_T,Deck_Unknown
1,1,1,1.1024419295602375,0,0,0.15030289507987235,1,-0.5609748304808925,1,False,False,False,False,True,False,True,False,False,False,False,False,False,False
1,1,1,2.1407625263238637,0,0,2.0194685842347457,1,-0.5609748304808925,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False
0,3,0,-0.23254169485013945,0,0,-0.8172841503999237,0,-0.5609748304808925,1,True,False,False,True,False,False,False,False,False,False,False,False,False,True
0,3,0,0.9541104157368622,0,1,-0.7855881019114865,0,0.059159876663617626,0,False,True,False,True,False,False,False,False,False,False,False,False,False,True
1,3,1,-0.8258677501436402,0,0,-0.8172841503999237,0,-0.5609748304808925,1,True,False,True,False,False,False,False,False,False,False,False,False,False,True
0,2,1,-0.38087320867351465,0,0,-0.5629211810261916,0,-0.5609748304808925,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True
0,3,0,-0.08421018102676424,0,0,-0.732496493942013,0,-0.5609748304808925,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,3,0,-0.23254169485013945,8,2,2.0194685842347457,0,5.64037224096421,0,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,3,0,0.3607843604433614,0,0,-0.8780502525310733,0,-0.5609748304808925,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,3,0,1.2136905649277687,0,0,-0.8427204473372969,0,-0.5609748304808925,1,False,False,False,True,False,False,False,False,False,False,False,False,False,True
1,3,0,-0.8258677501436402,0,0,-0.8027491235785675,0,-0.5609748304808925,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,3,1,-2.012519860730642,0,1,-0.6858632828901621,1,0.059159876663617626,0,False,True,True,False,False,False,False,False,False,False,False,True,False,False
0,3,0,0.21245284661998617,1,0,-0.4248384262233085,0,0.059159876663617626,0,False,True,False,True,False,False,False,False,False,False,False,False,False,True
1,3,0,-0.23254169485013945,0,0,-0.2825162885975297,0,-0.5609748304808925,1,False,False,False,True,False,False,False,False,False,False,False,False,False,True
1,3,1,-0.9741992639670155,0,0,-0.8172841503999237,0,-0.5609748304808925,1,True,False,True,False,False,False,False,False,False,False,False,False,False,True
1,1,0,0.805778901913487,0,0,0.3091804282551756,1,-0.5609748304808925,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False
0,3,0,-0.38087320867351465,0,0,-0.851199212983088,0,-0.5609748304808925,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
1,2,1,0.43495011735504896,0,0,-0.1753204657900284,0,-0.5609748304808925,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True
0,3,0,-0.5292047224968899,0,0,-0.8415091951021839,0,-0.5609748304808925,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,2,0,0.06412133279661097,0,0,-0.5629211810261916,0,-0.5609748304808925,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,3,0,-0.23254169485013945,1,0,-0.8172841503999237,0,0.059159876663617626,0,True,False,False,True,False,False,False,False,False,False,False,False,False,True
1,1,1,0.13828708970829856,1,0,2.0194685842347457,1,0.059159876663617626,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False
1,3,1,-0.15837593793845184,0,0,-0.8088053847541327,0,-0.5609748304808925,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True
0,2,0,0.9541104157368622,1,0,0.115380070637094,0,0.059159876663617626,0,False,True,False,True,False,False,False,False,False,False,False,False,False,True
1,1,1,0.21245284661998617,0,0,2.0194685842347457,1,-0.5609748304808925,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False
0,2,0,0.06412133279661097,0,0,-0.6840464045374927,0,-0.5609748304808925,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
1,3,0,-0.9741992639670155,0,0,-0.8027491235785675,0,-0.5609748304808925,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,2,0,-0.15837593793845184,0,0,-0.5629211810261916,0,-0.5609748304808925,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,3,0,1.6216022279420506,0,0,-0.8027491235785675,0,-0.5609748304808925,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,3,0,-0.23254169485013945,0,0,-0.8102201273647446,0,-0.5609748304808925,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
1,1,0,0.6574473880901118,1,0,2.0194685842347457,1,0.059159876663617626,0,False,True,False,True,False,False,False,True,False,False,False,False,False,False
0,3,0,-0.5292047224968899,0,0,-0.7397640073526911,0,-0.5609748304808925,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
1,2,0,-0.7517019932319526,0,0,-0.6840464045374927,0,-0.5609748304808925,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,3,0,-0.6404533578644213,0,0,-0.8415091951021839,0,-0.5609748304808925,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,2,0,-0.8258677501436402,0,0,-0.5629211810261916,0,-0.5609748304808925,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,3,1,-0.8258677501436402,3,1,0.04109154855314285,0,1.9195639980971482,0,False,True,True,False,False,False,False,False,False,False,False,False,False,True
1,1,1,0.43495011735504896,1,0,2.0194685842347457,1,0.059159876663617626,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False
0,3,0,-0.010044424115076634,0,0,-0.8160728981648108,0,-0.5609748304808925,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,2,0,2.2149282832355515,0,0,-0.5386961363239314,0,-0.5609748304808925,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
1,3,1,-1.790022589995579,4,2,0.32795483789942725,0,3.1598334123861687,0,False,True,True,False,False,False,False,False,False,False,False,False,False,True
0,2,0,-0.38087320867351465,0,0,-0.6840464045374927,0,-0.5609748304808925,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,3,1,-0.8258677501436402,0,0,-0.8269741682808278,0,-0.5609748304808925,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True
0,2,0,1.1024419295602375,1,0,0.06692998123257361,0,0.059159876663617626,0,False,True,False,True,False,False,False,False,False,False,False,False,False,True
1,2,1,-1.5675253192605163,0,2,0.07904250358370371,0,0.6792945838081278,0,False,True,True,False,False,False,False,False,False,False,False,False,False,True
0,2,0,-0.7517019932319526,0,0,-0.6840464045374927,0,-0.5609748304808925,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,2,0,0.2866186035316738,0,0,-0.5980474958444689,0,-0.5609748304808925,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,3,1,-0.8258677501436402,1,0,-0.49246506101413806,0,0.059159876663617626,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True
1,3,1,-0.8258677501436402,1,0,-0.4417959575148906,0,0.059159876663617626,0,True,False,True,False,False,False,False,False,False,False,False,False,False,True
0,2,0,-0.010044424115076634,0,0,-0.6840464045374927,0,-0.5609748304808925,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,3,0,-0.5292047224968899,0,0,-0.8475654562777489,0,-0.5609748304808925,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,3,0,0.06412133279661097,0,0,-0.8427204473372969,0,-0.5609748304808925,1,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0,1,0,1.1024419295602375,2,0,2.0194685842347457,1,0.6792945838081278,0,True,False,False,False,False,True,False,True,False,False,False,False,False,False
0,3,1,-0.30670745176182707,0,0,-0.8160728981648108,0,-0.5609748304808925,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True
1,2,1,-0.38087320867351465,0,2,-0.49024604691941104,0,0.6792945838081278,0,False,True,False,False,True,False,False,False,False,False,False,False,False,True
1,1,0,0.5832816311784242,1,1,1.3534833452980894,1,0.6792945838081278,0,False,True,False,True,False,False,False,False,True,False,False,False,False,False
0,2,0,1.8440994986771135,1,0,0.06692998123257361,0,0.059159876663617626,0,False,True,False,False,False,True,False,False,False,False,False,False,False,True
0,3,0,-0.23254169485013945,0,0,-0.8415091951021839,0,-0.5609748304808925,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,3,1,-0.010044424115076634,1,1,-0.6858632828901621,1,0.6792945838081278,0,False,True,False,False,True,False,False,False,False,False,False,True,False,False
0,1,0,2.437425553970614,0,0,0.09357753040505987,1,-0.5609748304808925,1,False,True,False,True,False,False,False,True,False,False,False,False,False,False
0,3,0,0.06412133279661097,1,0,-0.4127259038721783,0,0.059159876663617626,0,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,3,1,0.8799446588251746,0,2,-0.2134749111960883,0,0.6792945838081278,0,False,True,False,False,True,False,False,False,False,False,False,False,False,True
1,3,1,-0.010044424115076634,0,2,-0.4541119702415197,0,0.6792945838081278,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True
1,1,1,0.805778901913487,0,0,2.0194685842347457,0,-0.5609748304808925,1,False,False,False,False,True,False,False,False,False,False,False,False,False,True
1,1,1,0.06412133279661097,0,0,2.0194685842347457,1,-0.5609748304808925,1,False,True,True,False,False,False,True,False,False,False,False,False,False,False
1,1,1,0.43495011735504896,0,0,2.0194685842347457,0,-0.5609748304808925,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True
1,2,1,1.547436471030363,0,1,0.06692998123257361,0,0.059159876663617626,0,False,True,False,False,True,False,False,False,False,False,False,False,False,True
0,3,0,-0.23254169485013945,0,0,-0.8172841503999237,0,-0.5609748304808925,1,True,False,False,True,False,False,False,False,False,False,False,False,False,True
1,3,0,-1.9383541038189542,4,2,0.32795483789942725,0,3.1598334123861687,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True
0,1,0,1.6957679848537381,1,1,2.0194685842347457,1,0.6792945838081278,0,False,True,False,True,False,False,False,False,False,True,False,False,False,False
0,1,0,0.805778901913487,0,0,1.810125437935694,1,-0.5609748304808925,1,False,True,False,True,False,False,True,False,False,False,False,False,False,False
0,3,1,-0.8258677501436402,0,0,-0.8172841503999237,0,-0.5609748304808925,1,True,False,True,False,False,False,False,False,False,False,False,False,False,True
0,2,0,0.5091158742667365,0,0,-0.6840464045374927,0,-0.5609748304808925,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,3,0,-0.9741992639670155,4,1,0.7300905799569466,0,2.5396987052416584,0,False,True,False,True,False,False,False,False,False,False,False,False,False,True
1,3,0,-0.30670745176182707,1,0,-0.8160728981648108,0,0.059159876663617626,0,False,True,False,True,False,False,False,False,False,False,False,False,False,True
1,1,1,2.1407625263238637,0,1,2.0194685842347457,1,0.059159876663617626,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False
1,1,1,0.43495011735504896,0,0,2.0194685842347457,1,-0.5609748304808925,1,False,True,True,False,False,False,False,True,False,False,False,False,False,False
0,1,0,0.805778901913487,0,0,0.3091804282551756,0,-0.5609748304808925,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
1,3,0,-0.30670745176182707,0,0,-0.8027491235785675,0,-0.5609748304808925,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
1,2,1,0.8799446588251746,0,1,-0.247995599896809,0,0.059159876663617626,0,False,True,False,False,True,False,False,False,False,False,False,False,False,True
0,1,0,0.5832816311784242,0,1,0.24619531202929906,1,0.059159876663617626,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False
1,3,1,-0.8258677501436402,0,0,-0.8172841503999237,0,-0.5609748304808925,1,True,False,True,False,False,False,False,False,False,False,False,False,False,True
1,1,1,2.511591310882302,1,0,2.0194685842347457,1,0.059159876663617626,0,False,True,True,False,False,False,False,False,True,False,False,False,False,False
0,3,1,1.176607686471925,0,0,-0.8172841503999237,0,-0.5609748304808925,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True
0,2,0,0.13828708970829856,0,0,-0.4649114951697873,0,-0.5609748304808925,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,3,0,-1.641691076172204,4,1,0.21833651062169987,0,2.5396987052416584,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
1,3,1,0.43495011735504896,1,1,-0.2116580328434187,0,0.6792945838081278,0,False,True,False,False,True,False,False,False,False,False,False,False,False,True
0,3,0,2.659922824705677,0,0,-0.8172841503999237,0,-0.5609748304808925,1,True,False,False,True,False,False,False,False,False,False,False,False,False,True
0,3,0,-0.08421018102676424,0,0,-0.8122356510839728,0,-0.5609748304808925,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,3,0,-0.9741992639670155,0,0,-0.732496493942013,0,-0.5609748304808925,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
1,3,0,-0.7517019932319526,0,0,-0.8027491235785675,0,-0.5609748304808925,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,1,0,0.805778901913487,0,0,0.06692998123257361,1,-0.5609748304808925,1,False,True,False,True,False,False,False,False,False,False,False,False,False,False
0,3,0,0.2866186035316738,0,0,-0.7730734438182989,0,-0.5609748304808925,1,False,False,False,True,False,False,False,False,False,False,False,False,False,True
1,3,0,0.06412133279661097,0,0,-0.732496493942013,0,-0.5609748304808925,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,3,0,-0.5292047224968899,0,0,-0.8102201273647446,0,-0.5609748304808925,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
1,2,0,0.9541104157368622,0,0,-0.5629211810261916,0,-0.5609748304808925,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
1,3,1,-0.5292047224968899,0,0,-0.8172841503999237,0,-0.5609748304808925,1,True,False,True,False,False,False,False,False,False,False,False,False,False,True
1,1,1,-0.23254169485013945,0,0,2.0194685842347457,0,-0.5609748304808925,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True
1,1,1,-0.7517019932319526,1,0,2.0194685842347457,1,0.059159876663617626,0,False,False,False,False,True,False,True,False,False,False,False,False,False,False
0,2,0,0.5091158742667365,0,0,-0.5689774422017567,1,-0.5609748304808925,1,False,False,False,True,False,False,False,False,True,False,False,False,False,False
0,3,1,-0.38087320867351465,0,0,-0.7639890520549513,0,-0.5609748304808925,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True
0,3,0,-0.38087320867351465,0,0,-0.8102201273647446,0,-0.5609748304808925,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,1,0,0.805778901913487,0,0,0.15030289507987235,0,-0.5609748304808925,1,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0,3,0,-0.41795608712935844,0,0,-0.8425169569617981,0,-0.5609748304808925,1,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0,1,1,-2.012519860730642,1,2,2.0194685842347457,1,1.299429290952638,0,False,True,True,False,False,False,False,True,False,False,False,False,False,False
1,1,0,0.805778901913487,0,0,0.28495538355291544,1,-0.5609748304808925,1,False,True,False,True,False,False,False,True,False,False,False,False,False,False
1,1,1,1.547436471030363,0,1,2.0194685842347457,1,0.059159876663617626,0,False,False,False,False,True,False,True,False,False,False,False,False,False,False
1,3,1,-0.8258677501436402,0,0,-0.8172841503999237,0,-0.5609748304808925,1,True,False,True,False,False,False,False,False,False,False,False,False,False,True
1,3,0,-0.23254169485013945,2,0,-0.0663077646298575,0,0.6792945838081278,0,True,False,False,True,False,False,False,False,False,False,False,False,False,True
0,3,0,-0.7517019932319526,0,0,-0.8027491235785675,0,-0.5609748304808925,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
1,2,1,-0.38087320867351465,0,0,-0.5944137391391299,1,-0.5609748304808925,1,True,False,True,False,False,False,False,False,False,True,False,False,False,False
0,3,0,-0.23254169485013945,0,0,-0.8027491235785675,0,-0.5609748304808925,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
1,1,0,-2.0926188781952644,1,2,2.0194685842347457,1,1.299429290952638,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False
1,1,1,0.06412133279661097,0,0,2.0194685842347457,0,-0.5609748304808925,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True
1,1,1,-0.9000335070553279,1,0,2.0194685842347457,1,0.059159876663617626,0,False,False,False,False,True,False,False,True,False,False,False,False,False,False
0,2,0,0.06412133279661097,1,0,-0.029970197576467197,0,0.059159876663617626,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True
1,1,1,0.06412133279661097,0,0,1.565452486442866,1,-0.5609748304808925,1,False,False,True,False,False,False,False,False,False,True,False,False,False,False
1,1,1,-0.38087320867351465,0,0,2.0194685842347457,1,-0.5609748304808925,1,False,False,True,False,False,False,False,True,False,False,False,False,False,False
1,1,1,-0.8258677501436402,2,2,2.0194685842347457,1,1.9195639980971482,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False
0,2,1,-0.23254169485013945,1,1,0.06692998123257361,0,0.6792945838081278,0,False,True,False,False,True,False,False,False,False,False,False,False,False,True
0,3,0,-0.08421018102676424,0,0,-0.8102201273647446,0,-0.5609748304808925,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,2,0,1.0282761726485499,1,1,0.07904250358370371,0,0.6792945838081278,0,False,True,False,True,False,False,False,False,False,False,False,False,False,True
1,3,1,-0.23254169485013945,0,0,-0.8122356510839728,0,-0.5609748304808925,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True
1,2,1,-0.38087320867351465,1,0,0.06692998123257361,0,0.059159876663617626,0,False,True,False,False,True,False,False,False,False,False,False,False,False,True
0,2,0,1.8440994986771135,0,0,-0.5144710916216713,0,-0.5609748304808925,1,False,True,False,False,False,True,False,False,False,False,False,False,False,True
1,1,1,0.13828708970829856,0,2,2.0194685842347457,1,0.6792945838081278,0,False,True,True,False,False,False,False,True,False,False,False,False,False,False
1,1,1,0.805778901913487,1,1,2.0194685842347457,1,0.6792945838081278,0,False,False,False,False,True,False,False,False,False,True,False,False,False,False
0,3,0,-0.5292047224968899,0,0,-0.8415091951021839,0,-0.5609748304808925,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,3,0,-0.15837593793845184,0,0,-0.8102201273647446,0,-0.5609748304808925,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
1,2,1,0.06412133279661097,0,0,-0.5944137391391299,0,-0.5609748304808925,1,True,False,True,False,False,False,False,False,False,False,False,False,False,True
1,2,1,-0.5292047224968899,1,1,0.21228024944613483,0,0.6792945838081278,0,False,True,False,False,True,False,False,False,False,False,False,False,False,True
0,3,0,-0.23254169485013945,8,2,2.0194685842347457,0,5.64037224096421,0,False,True,False,True,False,False,False,False,False,False,False,False,False,True
1,1,1,0.5091158742667365,0,0,2.0194685842347457,1,-0.5609748304808925,1,False,False,True,False,False,False,False,True,False,False,False,False,False,False
0,3,0,2.3632597970589266,0,0,-0.8905649106242608,0,-0.5609748304808925,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
1,2,1,0.5091158742667365,0,0,-0.5629211810261916,1,-0.5609748304808925,1,False,True,False,False,True,False,False,False,True,False,False,False,False,False
1,3,1,0.13828708970829856,1,1,-0.19833425825717566,0,0.6792945838081278,0,False,True,False,False,True,False,False,False,False,False,False,False,False,True
1,1,1,-0.9741992639670155,0,1,1.6163250803176124,1,0.059159876663617626,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False
1,3,1,-0.8258677501436402,2,0,-0.0663077646298575,0,0.6792945838081278,0,True,False,True,False,False,False,False,False,False,False,False,False,False,True
0,1,0,1.2136905649277687,0,0,0.1880552047438746,1,-0.5609748304808925,1,False,True,False,True,False,False,False,True,False,False,False,False,False,False
0,1,0,0.6574473880901118,0,1,2.0194685842347457,1,0.059159876663617626,0,False,True,False,True,False,False,False,True,False,False,False,False,False,False
0,3,0,-0.9741992639670155,2,0,-0.3206707340035896,0,0.6792945838081278,0,False,True,False,True,False,False,False,False,False,False,False,False,False,True
1,1,1,0.805778901913487,1,0,2.0194685842347457,0,0.059159876663617626,0,False,True,False,False,True,False,False,False,False,False,False,False,False,True
0,3,0,-0.23254169485013945,0,0,-0.8102201273647446,0,-0.5609748304808925,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,1,0,-0.010044424115076634,1,0,2.0194685842347457,1,0.059159876663617626,0,False,True,False,True,False,False,False,True,False,False,False,False,False,False
1,1,1,0.8799446588251746,0,0,2.0194685842347457,1,-0.5609748304808925,1,False,False,True,False,False,False,False,False,False,True,False,False,False,False
1,3,0,1.176607686471925,0,0,-0.8027491235785675,0,-0.5609748304808925,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,1,0,1.176607686471925,0,0,0.5272058305755174,1,-0.5609748304808925,1,False,True,False,True,False,False,False,False,False,False,False,False,True,False
1,2,0,-2.012519860730642,1,1,0.06692998123257361,1,0.6792945838081278,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False
1,1,1,-0.38087320867351465,3,2,2.0194685842347457,1,2.5396987052416584,0,False,True,True,False,False,False,False,True,False,False,False,False,False,False
0,2,0,-0.08421018102676424,0,0,-0.5629211810261916,0,-0.5609748304808925,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,2,0,-0.30670745176182707,0,0,-0.5629211810261916,0,-0.5609748304808925,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,2,0,0.5091158742667365,0,0,-0.5629211810261916,0,-0.5609748304808925,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
1,2,1,-0.38087320867351465,0,0,-0.5629211810261916,1,-0.5609748304808925,1,False,True,True,False,False,False,False,False,False,False,True,False,False,False
1,2,1,0.805778901913487,0,0,-0.5629211810261916,0,-0.5609748304808925,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True
1,3,1,0.13828708970829856,1,0,-0.4127259038721783,0,0.059159876663617626,0,False,True,False,False,True,False,False,False,False,False,False,False,False,True
1,3,0,-1.9383541038189542,1,1,-0.42241592175308246,0,0.6792945838081278,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True
0,3,0,0.9541104157368622,0,0,-0.7730734438182989,0,-0.5609748304808925,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,3,0,-0.45503896558520224,0,0,-0.7458202685282561,0,-0.5609748304808925,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,1,0,0.805778901913487,0,0,0.5029807858732572,1,-0.5609748304808925,1,False,True,False,True,False,False,False,True,False,False,False,False,False,False
0,3,0,-1.048365020878703,1,1,-0.8425169569617981,0,0.6792945838081278,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0,3,0,-0.30670745176182707,1,0,-0.33036075188449365,0,0.059159876663617626,0,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,3,0,-0.23254169485013945,0,0,-0.8427204473372969,0,-0.5609748304808925,1,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0,3,0,-0.08421018102676424,0,0,-0.732496493942013,0,-0.5609748304808925,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
1,1,1,-0.5292047224968899,0,1,1.4719825739636652,1,0.059159876663617626,0,False,True,True,False,False,False,False,False,False,True,False,False,False,False
0,2,1,0.6574473880901118,0,0,-0.5629211810261916,0,-0.5609748304808925,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True
1,3,1,-0.8258677501436402,0,0,-0.8110243988488597,0,-0.5609748304808925,1,True,False,True,False,False,False,False,False,False,False,False,False,False,True
1,3,1,-0.8258677501436402,0,0,-0.8110243988488597,0,-0.5609748304808925,1,True,False,True,False,False,False,False,False,False,False,False,False,False,True
0,3,0,0.805778901913487,1,4,0.1589851511011623,0,2.5396987052416584,0,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,2,0,-0.010044424115076634,1,0,0.15030289507987235,0,0.059159876663617626,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0,3,1,1.176607686471925,0,1,-0.49246506101413806,0,0.059159876663617626,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True
0,3,0,0.43495011735504896,0,0,-0.851199212983088,0,-0.5609748304808925,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,3,0,-0.23254169485013945,1,0,-0.4417959575148906,0,0.059159876663617626,0,True,False,False,True,False,False,False,False,False,False,False,False,False,True
0,3,0,0.06412133279661097,0,0,-0.8415091951021839,0,-0.5609748304808925,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
1,1,1,2.2890940401472393,1,0,2.0194685842347457,1,0.059159876663617626,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False
1,3,1,0.13828708970829856,0,0,-0.8425169569617981,0,-0.5609748304808925,1,False,False,False,False,True,False,False,False,False,False,False,False,False,True
1,3,1,-0.8258677501436402,0,0,-0.8172841503999237,0,-0.5609748304808925,1,True,False,True,False,False,False,False,False,False,False,False,False,False,True
1,1,1,-0.38087320867351465,0,0,2.0194685842347457,1,-0.5609748304808925,1,False,False,False,False,True,False,True,False,False,False,False,False,False,False
1,1,0,-0.30670745176182707,1,0,1.4933829784536419,1,0.059159876663617626,0,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0,3,0,-0.8258677501436402,1,0,-0.8780502525310733,0,0.059159876663617626,0,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,3,0,-0.7517019932319526,0,0,-0.8027491235785675,0,-0.5609748304808925,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,1,0,-0.5292047224968899,0,0,2.0194685842347457,0,-0.5609748304808925,1,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0,3,1,-1.9383541038189542,3,1,-0.17168670908468942,0,1.9195639980971482,0,False,True,True,False,False,False,False,False,False,False,False,False,False,True
1,1,1,0.805778901913487,1,0,2.0194685842347457,0,0.059159876663617626,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True
1,3,1,-0.5292047224968899,0,0,-0.8415091951021839,0,-0.5609748304808925,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True
0,1,0,-0.15837593793845184,0,2,2.0194685842347457,1,0.6792945838081278,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False
0,3,0,-0.677536236320265,0,0,-0.9983663595493187,0,-0.5609748304808925,1,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0,3,0,-0.7517019932319526,0,0,-0.8160728981648108,0,-0.5609748304808925,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
1,1,1,0.9541104157368622,0,0,2.0194685842347457,0,-0.5609748304808925,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True
1,3,1,-2.0866856176423294,0,2,-0.43008557090581806,0,0.6792945838081278,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True
0,3,0,0.21245284661998617,0,0,-0.8088053847541327,0,-0.5609748304808925,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
1,1,1,0.43495011735504896,1,0,1.3266323057501042,0,0.059159876663617626,0,False,True,False,False,True,False,False,False,False,False,False,False,False,True
0,3,0,-0.23254169485013945,0,0,-0.8102201273647446,0,-0.5609748304808925,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,2,0,-0.8258677501436402,0,0,2.0194685842347457,0,-0.5609748304808925,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,3,0,-2.0866856176423294,5,2,1.07953684978705,0,3.779968119530679,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True
1,2,1,0.5091158742667365,0,0,-0.5629211810261916,0,-0.5609748304808925,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True
0,3,0,-0.23254169485013945,0,0,-0.8182919122595378,0,-0.5609748304808925,1,True,False,False,True,False,False,False,False,False,False,False,False,False,True
1,2,1,-0.9000335070553279,0,0,-0.611371270430712,0,-0.5609748304808925,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True
